claimid,incident_date,claim_type,uninhabitable,claim_amount,fraudulent,policyid,policy_date,coverage,deductible,townsize,gender,dob,edcat,job_start_date,retire,income,marital,reside,occupancy_date,primary_residence
184435124,11/22/2008,3,0,63.6909,1,SFI-432841,5/21/2001,147,1000,2,1,12/6/1977,3,8/19/2006,0,56,1,4,4/25/1998,1
204543396,1/8/2008,1,0,3.983,0,PMQ-140262,2/22/2002,96,500,4,1,10/20/1949,1,5/21/2005,0,40,0,1,1/20/1997,1
722243393,6/26/2008,3,0,16.85,0,DTQ-841583,1/18/1978,64,2000,2,1,1/19/1931,2,8/26/1968,1,16,0,1,11/24/1974,1
122179345,8/26/2008,1,0,12.485,0,CDJ-750400,4/14/1997,246,500,1,0,10/25/1965,5,1/10/1999,0,102,0,1,10/4/1988,1
958696289,11/6/2008,2,0,31.663,0,UXF-344837,3/22/1981,342,2000,2,0,12/18/1946,1,3/13/1981,0,73,0,1,1/7/1973,1
960694737,10/8/2008,1,0,2.267,0,LQT-475070,2/21/1980,67,500,5,0,12/30/1939,1,2/21/1979,1,9,1,2,1/29/1974,1
368849141,4/4/2008,1,0,44.379,0,DUG-945574,4/11/1991,1080,3000,1,0,5/16/1961,2,6/17/1986,0,269,1,4,3/3/1986,1
1033066,6/8/2008,2,0,17.309,0,JCU-538903,5/21/1994,184,1000,4,0,12/3/1961,1,4/25/2004,0,23,1,4,7/31/1991,1
956132565,10/2/2008,3,0,38.05,0,ULI-560751,4/14/1987,88,3000,4,0,6/28/1939,1,1/2/1993,1,20,0,1,9/2/1980,0
596965395,1/27/2008,5,0,9.511,0,UAJ-701997,6/15/1984,169,2000,3,0,2/12/1948,2,5/1/1991,0,127,0,1,10/2/1973,1
838675390,3/3/2008,5,0,7.385,0,VON-449438,6/15/2005,130,3000,4,1,9/19/1974,2,2/15/2006,0,36,0,1,6/9/2000,1
39991633,10/19/2008,5,0,35.987,0,GUX-096912,2/12/1994,1069,2000,3,1,12/25/1957,4,7/21/1999,0,193,0,1,10/22/1988,1
994718879,12/1/2008,4,0,451.494,0,AJE-411834,9/16/1980,1134,3000,4,1,8/4/1938,1,3/29/2000,0,40,0,1,10/29/1972,1
345408409,9/1/2008,3,0,23.249,0,OMV-515711,5/29/1994,68,3000,4,1,7/22/1942,3,11/16/2003,1,9,1,4,8/16/1986,1
461581140,6/17/2008,3,0,121.297,0,WEG-779059,4/7/1997,319,1000,2,1,6/27/1964,5,3/8/2001,0,159,0,1,10/25/1991,1
48392134,1/30/2008,3,0,465.273,0,AHN-081168,3/18/1979,1120,3000,2,1,11/16/1941,3,7/12/1998,0,59,0,1,8/2/1964,1
886869975,7/31/2008,3,0,147.14175,1,BYT-568410,3/29/2005,391,2000,1,0,10/12/1972,3,2/7/2000,0,79,1,3,9/30/1999,1
781502951,2/9/2008,5,0,5.7414,1,ASG-115411,12/10/2006,114,3000,4,1,11/15/1979,1,11/7/2005,0,32,0,2,4/25/2004,1
809991625,4/23/2008,5,0,20.737,0,TUH-546789,9/25/1986,412,3000,1,0,3/9/1942,5,9/11/2005,0,65,0,1,4/26/1977,1
341261769,9/25/2008,2,0,11.279,0,WIX-994049,10/18/1991,110,1000,5,0,12/28/1948,5,4/11/2001,0,47,0,1,8/24/1981,1
240257600,3/27/2008,4,0,77.876,0,FSL-758427,6/20/1998,172,500,3,1,7/3/1966,4,7/3/2002,0,42,0,1,6/11/1991,1
183032277,6/9/2008,1,0,23.23335,1,MHU-636860,1/28/2006,499,1000,5,0,1/3/1980,4,2/27/2007,0,56,1,2,2/15/2005,1
317726006,5/14/2008,2,0,7.897,0,DIL-364051,5/4/2008,59,3000,4,1,5/9/1990,2,5/7/2008,0,20,1,5,5/4/2008,1
808106024,5/18/2008,5,0,53.34,0,LFD-055092,4/25/1977,1027,3000,1,1,11/7/1931,5,3/19/1970,1,53,0,1,3/8/1973,1
713250141,3/23/2008,3,1,249,0,LQQ-434664,11/13/1993,249,2000,2,1,12/25/1955,2,4/3/1986,0,138,0,1,3/8/1989,1
789368405,3/10/2008,5,0,7.021,0,OZR-766158,4/5/2007,97,3000,1,0,7/7/1985,4,1/26/2008,0,22,1,5,11/5/2006,1
54313420,6/23/2008,2,0,5.37,0,QGS-859428,8/15/1984,77,1000,1,0,3/11/1932,3,1/9/1986,1,17,1,2,11/19/1979,1
417972039,8/10/2008,1,0,6.454,0,IEA-816177,3/28/2005,135,1000,5,1,11/8/1972,3,3/13/1997,0,40,1,4,12/16/2000,1
720472486,8/4/2008,5,0,21.142,0,FPM-547766,8/15/1980,415,1000,3,0,6/7/1940,3,10/24/1994,1,37,1,2,2/7/1978,0
586099954,1/20/2008,5,0,9.483,0,HVB-211956,8/29/2006,122,1000,1,0,3/19/1975,1,4/21/1995,0,49,0,1,3/8/2001,1
490863676,6/5/2008,2,0,18.06,0,SYO-925887,6/4/2008,139,2000,4,1,5/23/1985,2,5/14/2006,0,48,1,5,1/1/2006,1
221936709,5/3/2008,5,0,57.40035,1,LXA-983120,3/23/2003,1094,2000,5,0,1/8/1981,3,3/5/2005,0,36,0,4,6/30/2002,1
550250202,3/9/2008,1,0,11.278,0,OCR-965513,3/16/2001,139,2000,5,0,8/11/1941,3,10/6/1988,1,19,1,2,11/26/1993,1
399876371,11/11/2008,2,0,34.974,0,PRB-697031,9/6/2006,497,3000,4,1,2/6/1986,3,4/18/2008,0,33,0,3,5/30/2006,1
33741893,3/20/2008,2,0,134.103,0,HMT-211392,8/14/1991,1096,3000,3,1,11/2/1949,2,4/24/1985,0,174,1,2,2/24/1981,1
605751289,6/11/2008,5,0,4.897,0,WBI-232235,8/2/2006,159,1000,3,1,11/12/1983,5,11/2/2008,0,23,0,3,1/4/2005,1
666123587,8/22/2008,5,0,4.243,0,BZL-576781,4/19/2008,86,1000,5,0,5/12/1989,1,9/29/2007,0,17,0,3,4/19/2008,1
308329678,11/8/2008,2,0,27.56,0,LHK-592573,11/9/1984,253,1000,4,1,11/23/1941,3,6/1/2002,0,33,1,2,5/28/1973,1
926571703,7/26/2008,1,0,25.216,0,XSQ-838512,3/29/1997,640,2000,4,1,12/29/1969,4,7/16/2004,0,41,1,2,3/21/1997,1
112781803,5/18/2008,1,0,5.905,0,GDI-813633,10/31/1985,131,2000,2,0,1/9/1951,4,4/21/1996,1,48,1,3,1/12/1977,1
341100390,3/23/2008,5,0,8.863,0,LCW-362023,1/20/1991,197,1000,3,1,4/6/1936,4,8/26/1974,1,44,0,1,8/2/1981,1
708329570,2/26/2008,2,0,25.64,0,PVE-953832,11/21/1998,235,1000,1,1,9/7/1972,2,9/12/2002,0,32,1,3,7/4/1996,1
818875165,3/20/2008,5,0,41.037,0,YAH-587135,11/18/2001,739,2000,3,0,6/4/1952,5,3/29/2003,0,263,1,2,3/12/1996,1
148320047,10/12/2008,5,0,9.25995,1,ULL-060491,2/21/2008,164,1000,3,1,1/14/1986,2,5/18/2006,0,49,0,4,4/15/2007,1
759891328,2/19/2008,5,0,54.215,0,JXD-421732,5/21/1987,1048,3000,2,1,1/30/1954,2,5/9/1988,0,128,0,1,8/13/1975,1
72829290,5/27/2008,5,0,27.727,0,DBG-233640,8/3/2005,493,1000,2,0,3/17/1986,3,7/30/2008,0,24,0,2,5/4/2005,1
787901168,7/22/2008,3,0,39.354,0,TKX-150649,6/9/2004,92,1000,2,1,6/25/1976,4,4/29/2005,0,83,0,1,5/24/1998,1
412447372,1/24/2008,1,0,18.079,0,OUG-186736,10/1/2005,413,2000,5,1,1/21/1982,3,8/9/2005,0,37,0,1,5/13/2004,0
23878569,4/15/2008,4,1,82,1,DMA-876128,10/13/2003,82,1000,1,1,3/6/1977,1,3/4/2003,0,31,0,2,5/14/1998,1
480180924,10/24/2008,3,0,422.342,0,RQH-873082,8/25/1992,1061,3000,5,0,5/21/1950,2,10/8/1975,0,197,1,2,12/27/1983,0
50339681,3/15/2008,3,1,118,1,XEW-204351,7/16/1995,118,500,3,1,5/12/1952,4,4/12/2001,0,47,1,6,9/3/1986,1
256929793,6/5/2008,3,0,65.878,0,JBC-272422,12/3/2004,156,1000,4,0,11/12/1965,2,9/3/1999,0,61,0,1,7/4/1999,1
17821834,6/21/2008,5,1,37.088,0,HOC-792673,9/10/2005,267,1000,4,0,7/11/1961,4,11/13/2002,0,170,0,1,11/15/2004,1
911388805,1/3/2008,1,0,19.434,0,MVR-265500,12/22/1997,268,3000,1,1,2/25/1962,5,3/16/2005,0,69,1,2,5/30/1990,1
594983012,11/20/2008,3,1,989,0,DXD-085870,11/14/1981,989,3000,4,0,5/21/1949,3,5/18/1984,0,310,1,2,2/25/1975,1
866234328,4/24/2008,2,0,122.017,0,UQL-426460,2/13/1990,1245,3000,1,0,3/22/1954,1,12/2/1992,0,221,1,2,6/30/1980,1
898868925,8/29/2008,1,0,6.892,0,EJC-872729,5/23/2002,89,1000,3,0,1/26/1954,2,10/20/1999,0,31,0,1,7/25/1999,1
44264556,7/25/2008,2,0,6.792,0,KEM-733175,6/20/1990,67,100,4,0,4/20/1936,5,11/29/1981,1,66,1,2,12/19/1981,1
665064177,8/24/2008,2,0,17.531,0,JML-411551,4/12/1996,158,1000,3,1,6/22/1965,5,2/17/1995,0,128,1,2,1/18/1989,1
76687254,5/28/2008,1,0,8.556,0,OFR-810678,9/15/2005,138,1000,1,1,6/9/1973,2,9/5/2007,0,41,0,1,4/28/2000,1
817430051,6/7/2008,1,0,4.496,0,ZTE-027154,3/25/2007,60,1000,1,0,7/31/1986,2,5/6/2008,0,28,0,1,5/7/2006,1
160634488,1/19/2008,5,0,13.119,0,URH-896474,11/10/1986,249,3000,2,0,8/28/1947,2,12/15/1993,0,62,0,1,1/20/1975,1
147778059,1/17/2008,5,0,11.846,0,AMY-303023,7/19/1987,194,1000,2,1,12/7/1952,1,5/18/1986,0,67,0,2,11/30/1979,1
973835386,10/22/2008,2,0,28.757,0,SSS-006376,2/28/1994,328,1000,4,0,12/12/1965,1,1/30/1993,0,65,1,4,12/5/1987,1
924181578,8/25/2008,2,0,2.791,0,LNQ-969965,11/20/2006,85,1000,5,1,11/28/1985,1,4/5/2007,0,20,0,2,10/24/2005,0
82607879,1/14/2008,5,0,2.602,0,AXX-801911,7/25/1993,67,500,4,1,1/19/1970,2,7/31/2004,0,52,1,4,5/2/1993,1
178378911,4/1/2008,5,1,23.986,0,JUW-979680,1/28/1981,182,2000,2,1,12/14/1954,4,5/29/2005,0,104,0,1,9/5/1976,1
179698994,8/27/2008,2,0,23.699,0,OHQ-608774,4/25/1990,212,3000,1,1,11/20/1938,1,1/19/1987,0,118,1,2,7/10/1980,1
516524848,1/20/2008,1,0,5.101,0,DAA-424570,1/14/2008,64,1000,1,1,12/19/1985,2,9/5/2006,0,19,0,2,2/2/2005,0
898908789,11/4/2008,3,0,97.051,0,FGM-191411,4/9/2005,246,1000,3,1,4/4/1985,2,4/12/2007,0,50,1,3,4/18/2004,1
484507447,8/30/2008,1,0,32.861,0,LHX-839547,12/11/2003,490,3000,2,1,1/20/1962,3,8/26/2007,0,47,0,1,11/14/2001,1
10917953,10/31/2008,2,0,34.452,0,NIJ-997442,9/1/2002,250,1000,1,0,8/18/1972,2,12/2/2001,0,39,1,4,7/18/1997,1
346008615,9/1/2008,2,0,20.802,0,QCV-317907,5/25/2008,245,3000,5,1,10/10/1990,2,12/21/2008,0,36,0,1,5/25/2008,1
891242153,7/4/2008,5,0,49.473,0,HFC-579151,8/3/1975,1085,3000,2,1,8/25/1938,4,4/20/2000,0,47,1,2,2/17/1963,1
609908951,8/14/2008,5,0,20.094,0,OWB-646847,8/30/1998,292,1000,2,1,7/1/1970,5,4/20/2001,0,75,0,1,2/19/1998,0
808192884,10/27/2008,5,0,14.722,0,NRU-826611,8/19/2007,256,1000,5,1,5/26/1980,2,12/1/2000,0,44,1,2,6/26/2002,1
815071671,5/2/2008,3,0,32.532,0,HYO-571781,2/25/2004,87,500,1,1,2/15/1976,5,2/1/2005,0,30,1,3,12/10/2003,1
873145125,8/19/2008,3,0,516.897,0,IIO-719869,6/13/1988,1141,3000,4,1,10/10/1936,3,8/2/1976,0,348,1,2,4/29/1977,1
770775867,9/9/2008,3,0,102.869,0,WFY-203212,10/6/1996,262,3000,4,1,8/4/1936,2,6/8/1978,0,126,0,1,8/7/1988,1
244701010,5/20/2008,2,0,6.765,0,HIC-652718,6/17/1998,68,1000,2,0,8/12/1939,2,9/10/1994,1,14,1,2,9/21/1996,1
299604452,9/16/2008,5,0,3.01455,1,JCU-195172,2/11/2000,78,500,3,1,1/14/1969,2,1/24/1999,0,104,1,2,7/13/1992,1
130443733,8/23/2008,5,0,6.582,0,OCR-851807,5/1/2008,129,1000,4,1,11/1/1987,2,1/3/2008,0,16,0,2,5/28/2007,1
266397679,1/22/2008,5,0,2.485,0,OCT-378502,12/7/2004,70,1000,5,0,11/27/1976,5,11/8/2006,0,26,0,1,8/24/1999,1
836272633,8/1/2008,1,0,13.8852,1,AQU-836505,1/5/1995,255,1000,4,0,6/27/1954,1,7/5/2004,0,28,1,2,2/2/1993,1
356945,1/8/2008,3,1,420,0,EHO-952050,11/26/2001,420,2000,5,0,12/10/1969,2,9/21/1998,0,91,1,2,7/4/1999,1
269794456,10/20/2008,3,1,196,0,SFM-120296,8/30/1984,196,2000,4,0,10/18/1937,1,10/29/1985,0,87,1,3,12/26/1981,1
884427850,8/27/2008,5,0,6.375,0,RBN-898244,7/30/1992,122,1000,2,0,12/20/1959,2,8/19/1994,0,42,0,1,11/9/1989,1
75405252,3/22/2008,3,1,103,0,KVS-265554,4/5/2007,103,500,1,0,2/6/1985,2,6/7/2007,0,27,0,1,5/6/2006,1
827165253,4/14/2008,2,1,102.068,0,CCH-596310,12/13/2006,301,3000,3,1,1/5/1976,3,3/12/2005,0,124,1,3,10/10/2001,1
700072821,7/11/2008,4,1,738,1,UII-396680,4/1/2006,738,1000,4,1,12/7/1981,2,7/28/2006,0,23,0,3,5/18/2003,1
279810722,9/26/2008,5,0,26.791,0,AQV-107163,1/13/2004,409,3000,4,1,8/31/1960,3,10/20/1988,0,120,1,2,12/12/1997,1
511624853,3/7/2008,5,0,9.05205,1,FNY-195424,4/18/1994,180,1000,3,0,4/3/1951,4,7/5/1996,0,78,0,1,11/11/1987,1
564561779,2/23/2008,3,0,124.414,0,JDX-573410,3/20/1988,305,3000,3,1,4/4/1952,3,7/16/1982,0,236,1,5,8/2/1980,1
519318917,6/9/2008,2,0,23.754,0,BOL-992436,11/18/1999,210,3000,4,0,5/5/1969,2,9/19/1997,0,52,1,2,9/17/1992,1
963126106,11/17/2008,5,1,66.51,0,RNP-773114,8/23/1970,433,3000,2,1,8/9/1930,3,2/7/2000,1,14,0,1,6/25/1958,1
738376519,2/23/2008,1,0,2.858,0,KBX-540793,3/15/2001,69,3000,4,0,4/30/1969,1,8/26/1994,0,51,1,4,7/21/1996,1
98383574,5/27/2008,3,1,154,0,QGV-300815,6/13/2005,154,500,3,0,10/3/1960,2,2/26/2002,0,43,1,2,12/21/2002,1
4397420,10/31/2008,5,0,3.651,0,KXV-269913,5/17/1986,169,3000,2,0,9/29/1948,1,10/1/2007,0,25,0,4,10/30/1979,1
912973265,5/24/2008,1,0,6.234,0,JSU-268065,11/25/1999,96,2000,2,1,9/14/1965,4,5/11/1999,0,41,0,1,4/8/1992,1
777976055,4/16/2008,3,0,92.726,0,WYJ-311182,6/8/1998,245,2000,3,1,10/29/1949,2,9/6/1997,0,57,0,1,12/27/1993,1
379380725,6/29/2008,5,0,2.282,0,JPN-031392,4/8/1993,80,1000,5,0,9/12/1930,4,3/23/2001,1,41,0,1,8/9/1985,0
242152188,11/7/2008,2,0,20.0424,1,OQB-848816,5/26/1987,172,1000,3,1,2/10/1944,4,2/23/1988,0,142,1,2,2/7/1980,1
978574594,4/8/2008,5,0,6.783,0,SEC-168803,4/6/2000,71,500,5,0,11/15/1945,3,1/29/2002,0,57,0,2,2/14/1995,1
708220221,7/9/2008,5,0,2.62,0,AIW-149625,2/18/1974,70,1000,1,1,11/26/1935,3,5/7/1966,1,73,0,1,10/28/1961,1
375056385,10/14/2008,5,0,9.203,0,CKC-909130,6/23/1990,156,3000,1,1,7/2/1961,5,12/3/1995,0,65,0,2,8/22/1989,1
102623452,9/25/2008,2,0,9.398,0,HPM-168642,7/2/2004,99,1000,2,0,8/6/1970,4,12/21/2003,0,57,0,1,11/4/2000,1
562487367,2/12/2008,5,0,4.995,0,QGN-849910,7/20/1998,100,1000,1,1,8/15/1969,2,8/25/2005,0,37,1,2,10/16/1995,1
387159756,10/12/2008,2,0,24.273,0,MDW-735787,7/7/2002,215,1000,2,1,8/2/1967,4,10/26/2003,0,82,1,2,9/8/2001,1
46030756,10/17/2008,5,0,12.838,0,YWC-827837,8/9/1997,219,3000,3,0,6/3/1975,3,5/24/2007,0,42,0,1,3/7/1996,1
337831699,9/23/2008,4,1,177,0,CBO-346510,3/14/1994,177,1000,3,1,5/27/1961,4,3/4/2002,0,67,0,1,5/13/1988,1
304409105,7/29/2008,1,0,6.695,0,VYD-081633,10/10/2002,80,500,5,1,1/2/1965,3,5/18/2005,0,88,1,2,2/11/1997,1
808345243,5/9/2008,2,0,20.576,0,BMC-874509,12/26/1963,165,3000,2,0,3/30/1941,1,2/17/1972,1,19,1,2,12/11/1960,1
866842779,10/22/2008,4,0,110.637,0,HOA-995495,7/30/1994,318,1000,1,1,1/30/1968,3,3/3/1996,0,49,0,1,6/14/1990,1
379745234,8/26/2008,1,0,14.136,0,KDL-235085,12/6/1991,211,1000,5,1,2/19/1949,2,6/27/1996,0,43,0,2,4/15/1982,1
949977333,5/1/2008,4,0,86.588,0,WRM-315162,7/10/1989,211,1000,3,0,10/24/1954,3,1/28/2000,0,74,1,2,4/28/1980,1
319723984,7/8/2008,5,0,9.962,0,FWG-466094,2/2/2004,149,1000,4,1,1/9/1953,4,3/21/2004,0,55,1,3,11/26/2000,1
189441022,11/10/2008,5,0,3.534,0,ACA-287457,10/11/1990,69,2000,1,0,10/8/1944,3,4/7/1986,1,16,0,1,11/4/1981,1
170778593,7/28/2008,4,1,138,0,XWF-382629,7/9/2003,138,1000,3,0,10/23/1977,3,4/9/2005,0,34,0,2,6/15/1999,1
911404121,2/27/2008,2,0,6.505,0,TSK-599558,4/16/2006,93,2000,4,1,12/4/1972,2,7/15/2000,0,52,0,1,7/26/2002,1
486611919,1/4/2008,5,0,13.512,0,YYM-435444,12/28/2007,196,1000,1,1,10/6/1988,1,2/9/2005,0,24,1,4,1/28/2008,1
271508579,11/15/2008,1,0,159.238,0,SUG-816062,11/24/1976,3135,3000,1,1,5/9/1942,3,4/9/1980,0,236,1,4,8/28/1973,1
140556544,11/10/2008,3,1,154,0,SOW-195893,2/5/1986,154,1000,1,0,1/24/1949,1,8/18/1993,0,54,1,4,2/13/1978,1
227852508,10/26/2008,4,0,251.491,0,KUP-475619,1/24/2000,665,3000,3,1,12/28/1965,4,6/5/2005,0,65,1,2,8/15/1992,1
59557459,10/6/2008,1,0,6.409,0,RWK-457949,3/31/2001,108,3000,4,1,10/11/1975,3,3/17/2007,0,51,1,2,12/13/1998,1
572641564,7/22/2008,1,0,7.444,0,JHL-358402,3/8/1982,122,3000,4,0,2/19/1941,2,8/20/1985,1,47,1,2,1/1/1969,0
652624109,6/2/2008,1,0,6.665,0,QXB-854395,1/12/2008,187,1000,3,0,4/20/1989,2,12/1/2008,0,15,0,1,1/12/2008,1
513884984,5/20/2008,5,0,8.247,0,JVX-500362,10/4/1984,192,1000,3,1,11/14/1942,3,7/18/1998,0,82,1,2,4/8/1978,1
544416384,8/31/2008,1,0,36.039,0,LQH-237165,3/9/1995,840,1000,5,0,10/13/1954,5,4/16/1997,0,219,1,2,6/11/1986,0
536575861,12/1/2008,3,0,416.521,0,ORE-274917,10/27/1992,1004,3000,2,1,5/31/1965,1,1/6/1992,0,85,0,1,2/28/1991,1
972324012,6/8/2008,1,0,4.979,0,VLY-671046,7/31/1993,147,3000,5,0,3/3/1952,1,11/23/1996,0,98,1,2,11/12/1992,1
46711127,5/6/2008,5,0,3.203,0,OFC-503896,10/23/1997,54,1000,1,1,10/12/1946,2,12/26/2001,1,16,1,3,12/2/1994,1
682074237,9/4/2008,5,0,8.575,0,ZFQ-575541,3/21/2008,174,3000,1,1,10/21/1980,4,10/13/2008,0,33,0,1,6/14/2007,1
674338957,3/1/2008,5,0,7.988,0,ZKZ-408074,11/25/1989,159,1000,2,0,6/6/1950,1,10/11/1990,0,58,1,2,7/15/1983,0
104192095,9/8/2008,2,0,14.778,0,NKR-853778,1/30/2001,118,1000,2,1,5/6/1967,2,3/6/1992,0,95,1,2,12/1/1995,1
264518210,4/29/2008,4,0,83.304,0,LFX-540031,11/29/1998,206,1000,2,1,3/12/1956,2,10/31/2003,0,29,1,5,2/16/1991,1
836504476,6/7/2008,5,0,7.324,0,SRE-366715,6/15/1993,145,1000,2,1,2/18/1959,5,1/6/2004,0,95,1,4,4/29/1989,1
106487211,9/24/2008,5,0,34.6101,1,XXT-089494,8/29/1993,563,3000,3,0,2/7/1946,4,7/22/1982,1,56,1,2,2/21/1989,0
320682209,3/23/2008,4,0,187.106,0,FCJ-090332,3/16/1996,473,3000,3,0,9/1/1959,3,7/14/1991,0,111,1,2,5/3/1989,1
57295556,7/30/2008,5,0,15.293,0,ZYC-769825,2/24/2005,356,3000,2,0,12/23/1983,4,11/3/2007,0,39,0,1,12/3/2004,1
313045106,4/14/2008,1,1,31.284,0,LLR-921688,6/23/1981,222,1000,1,0,2/10/1955,3,10/12/1988,0,74,1,2,5/2/1976,1
740352601,2/22/2008,5,0,2.192,0,KNP-157584,3/30/2002,129,1000,4,1,6/20/1963,1,11/5/1989,0,75,1,4,1/26/2001,1
937502610,5/9/2008,1,1,146.1,0,YYB-325941,4/7/1981,1037,3000,4,0,2/8/1931,2,5/10/1987,1,27,0,1,12/21/1968,1
60365811,8/26/2008,5,0,3.41355,1,YDP-308722,11/28/2004,110,1000,1,0,8/8/1980,3,6/17/2008,0,51,1,5,8/14/2001,1
857234111,8/12/2008,3,0,157.734,0,BGI-628485,6/8/1985,387,2000,1,0,9/10/1945,2,5/30/1990,0,72,1,2,6/19/1973,1
589937978,4/21/2008,5,0,5.5671,1,TME-632693,1/25/2008,126,1000,5,1,9/5/1987,3,1/2/2008,0,24,1,5,6/4/2007,1
943238753,8/5/2008,2,0,7.572,0,JXI-118621,5/17/2008,70,1000,4,1,10/16/1986,4,4/7/2008,0,26,0,1,12/26/2007,1
742991273,7/25/2008,4,0,165.386,0,JIV-542872,7/16/1995,403,2000,4,1,10/26/1959,2,6/25/1983,0,276,1,2,8/22/1988,1
468145378,10/3/2008,3,0,47.867,0,NQO-953228,1/11/2006,131,1000,2,0,9/21/1982,3,8/6/2005,0,19,0,2,6/17/2005,1
304795866,10/3/2008,3,1,173,0,DQK-515257,2/15/1996,173,1000,2,1,9/23/1961,2,4/28/1986,0,199,1,2,11/26/1986,1
803418305,5/1/2008,5,0,10.985,0,JCW-485664,6/23/1991,192,1000,5,1,9/7/1955,3,4/15/1992,0,52,0,2,11/11/1984,0
591896166,10/27/2008,1,0,16.603,0,BIF-836630,12/7/1997,388,1000,3,0,9/23/1970,3,1/16/2000,0,65,1,4,3/30/1992,1
863580912,2/6/2008,3,1,226,0,KWO-118015,10/1/1986,226,1000,1,0,11/6/1946,1,9/14/1976,0,290,0,1,3/14/1977,1
82026413,2/27/2008,5,0,21.97125,1,RRI-925382,4/30/1997,456,1000,4,0,9/14/1956,5,8/16/2003,0,190,1,2,2/9/1989,1
248482180,10/7/2008,4,1,116,0,MYJ-181027,10/15/2000,116,1000,2,1,12/16/1976,2,6/11/2002,0,20,1,2,12/31/1999,1
638462055,11/7/2008,2,1,68.556,0,SBD-239517,6/19/2002,217,3000,5,0,7/18/1972,3,4/7/1997,0,49,0,1,2/29/1996,1
92294736,5/18/2008,5,0,35.8029,1,BOK-221076,11/24/2001,483,3000,1,1,2/21/1975,4,10/2/2005,0,79,0,1,3/28/1998,1
791682045,4/13/2008,1,0,17.1633,1,CSZ-867549,5/3/2002,433,1000,2,0,12/15/1967,4,1/4/2007,0,56,1,6,12/20/1996,1
189710129,4/6/2008,3,0,56.103,0,THP-293931,11/9/1969,147,1000,3,0,1/24/1935,1,3/27/1981,1,57,1,2,10/6/1969,1
661238466,11/28/2008,3,0,30.779,0,MXH-117056,4/21/1985,95,2000,1,1,9/22/1929,1,4/21/1976,1,19,0,1,8/16/1979,1
368639962,4/3/2008,2,0,88.52,0,RTU-181731,9/14/1978,1080,3000,3,0,8/13/1932,3,12/4/1979,0,201,0,1,11/4/1972,1
174132043,6/14/2008,4,0,89.796,0,YPM-167092,1/30/1966,222,2000,1,1,7/13/1935,3,6/25/1968,1,36,1,2,10/10/1959,1
310070728,11/10/2008,3,0,123.63855,1,LKQ-637048,8/11/1999,297,3000,1,1,7/30/1964,2,4/23/2005,0,69,1,5,5/28/1992,1
241689079,9/20/2008,4,0,159.923,0,YEG-892041,7/8/2001,403,3000,2,0,5/29/1971,1,10/24/1992,0,56,0,1,10/8/1995,1
561939371,9/9/2008,3,0,26.188,0,QIC-319258,10/19/1996,77,1000,2,1,9/18/1956,2,1/18/1998,0,91,0,3,1/21/1995,0
255034217,1/30/2008,5,0,14.2674,1,FHN-761057,5/14/1983,305,1000,2,1,9/17/1945,2,6/1/2000,0,32,1,2,12/11/1979,1
641462223,1/22/2008,5,0,11.158,0,XEB-084543,11/29/2005,156,3000,4,1,11/6/1983,3,11/21/2008,0,42,0,3,10/22/2005,1
570028885,3/7/2008,1,0,12.368,0,MAJ-864777,1/24/1995,228,1000,4,0,4/28/1966,3,9/13/2004,0,63,0,1,1/21/1995,1
697427601,10/26/2008,2,0,18.3078,1,OFR-205916,8/24/1993,161,1000,3,1,1/22/1965,5,3/4/1997,0,20,0,1,2/28/1990,0
126796014,7/13/2008,1,0,2.538,0,UMD-144980,9/7/1990,57,500,1,1,7/11/1933,2,3/7/1996,1,9,0,1,1/7/1982,1
163802732,2/1/2008,3,0,126.651,0,LNK-429271,3/26/1975,297,1000,2,0,5/10/1929,2,8/21/1979,1,56,0,1,11/12/1959,1
906526740,6/18/2008,1,0,17.694,0,ZFX-548536,11/21/2005,320,3000,2,0,2/27/1969,1,5/11/2002,0,32,1,4,8/8/2002,1
261801446,2/15/2008,1,0,7.0308,1,FVD-906576,2/15/2008,94,2000,3,1,12/26/1987,3,10/15/2008,0,36,1,4,9/1/2006,1
598960343,11/12/2008,4,1,114,0,CAU-974420,2/23/2002,114,1000,1,1,6/26/1945,3,4/4/1998,0,47,0,1,2/2/1997,1
430406834,10/6/2008,3,0,107.422,0,ZAG-529145,7/15/2004,265,3000,5,1,4/12/1977,4,8/28/2003,0,55,0,1,8/26/2001,1
238701501,9/12/2008,4,1,86,0,KDM-869150,2/27/2001,86,1000,3,1,2/5/1972,3,7/2/1996,0,49,1,5,12/11/1997,1
670510991,11/29/2008,1,0,21.036,0,ZIF-987594,3/1/2003,331,3000,3,0,9/29/1969,2,4/14/2005,0,29,1,2,12/19/1998,1
827417921,4/2/2008,5,0,4.441,0,PHK-970498,2/26/2002,93,1000,1,0,9/9/1961,5,5/2/1999,0,32,0,1,3/7/1996,1
73390265,9/17/2008,5,0,4.517,0,HHB-124341,11/10/1972,133,1000,2,1,12/26/1929,3,8/10/1979,1,49,0,1,2/19/1964,1
265280287,9/29/2008,3,0,156.716,0,HNR-735243,4/5/2003,374,3000,4,1,6/4/1972,4,2/16/2007,0,68,0,1,2/5/1999,1
632939508,6/21/2008,1,0,32.032,0,TOT-093371,3/9/2004,768,3000,3,1,11/9/1978,5,3/2/2006,0,36,0,1,8/14/2003,1
